Device Time, Accelerator PedalPosition F(%),Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Fuel Trim Bank 1 Long Term(%),Intake Air Temperature(°C),Timing Advance(°)
14-apr.-2017 18:46:24.970,-,-,-,-,14,41
14-apr.-2017 18:46:25.062,-,-,-,-,14,41
14-apr.-2017 18:46:25.163,-,-,-,-,14,41
14-apr.-2017 18:46:25.262,-,-,-,-,14,41
14-apr.-2017 18:46:25.365,-,-,-,-,14,41
14-apr.-2017 18:46:25.463,-,-,1932,-,14,41
14-apr.-2017 18:46:25.563,-,-,1932,-,14,41
14-apr.-2017 18:46:25.668,-,-,1932,-,14,41
14-apr.-2017 18:46:25.762,-,-,1932,-,14,41
14-apr.-2017 18:46:25.863,-,-,1932,-,14,40.5
14-apr.-2017 18:46:25.962,-,-,1932,-0.78125,14,40.5
14-apr.-2017 18:46:26.062,-,15.02299786,1932,-0.78125,14,40.5
14-apr.-2017 18:46:26.162,-,15.02299786,1932,-0.78125,14,40.5
14-apr.-2017 18:46:26.263,-,15.02299786,1932,-0.78125,14,40.5
14-apr.-2017 18:46:26.367,-,15.02299786,1932,-0.78125,14,40.5
14-apr.-2017 18:46:26.462,-,15.02299786,1945,-0.78125,14,40.5
14-apr.-2017 18:46:26.562,-,15.02299786,1945,-0.78125,14,40.5
14-apr.-2017 18:46:26.662,-,15.02299786,1945,-0.78125,14,41
14-apr.-2017 18:46:26.762,-,15.07324219,1945,-0.78125,14,41
14-apr.-2017 18:46:26.862,-,15.07324219,1945,-0.78125,14,41
14-apr.-2017 18:46:26.961,-,15.07324219,1945,-0.78125,14,41
14-apr.-2017 18:46:27.062,-,15.07324219,1943.25,-0.78125,14,41
14-apr.-2017 18:46:27.162,-,15.07324219,1943.25,-0.78125,14,41
14-apr.-2017 18:46:27.262,-,15.07324219,1943.25,-0.78125,14,41
14-apr.-2017 18:46:27.362,-,15.07324219,1943.25,-0.78125,14,39.5
14-apr.-2017 18:46:27.461,-,14.90097618,1943.25,-0.78125,14,39.5
14-apr.-2017 18:46:27.562,-,14.90097618,1943.25,-0.78125,14,39.5
14-apr.-2017 18:46:27.662,-,14.90097618,1952.25,-0.78125,14,39.5
14-apr.-2017 18:46:27.761,-,14.86149883,1952.25,-0.78125,14,36.5
14-apr.-2017 18:46:27.861,-,14.86149883,1972.25,-0.78125,14,37.5
14-apr.-2017 18:46:27.962,-,14.64257717,1972.25,-0.78125,14,37.5
14-apr.-2017 18:46:28.062,-,14.64257717,1962.25,-0.78125,14,36.5
14-apr.-2017 18:46:28.162,-,14.64257717,1962.25,-0.78125,14,36.5
14-apr.-2017 18:46:28.261,-,14.64257717,1962.25,-0.78125,14,36.5
14-apr.-2017 18:46:28.361,-,14.80048752,1968.75,-0.78125,14,36.5
14-apr.-2017 18:46:28.462,-,14.80048752,1968.75,-0.78125,14,33
14-apr.-2017 18:46:28.562,-,14.52414513,1964,-0.78125,14,33
14-apr.-2017 18:46:28.661,-,14.28727913,1964,-0.78125,14,31.5
14-apr.-2017 18:46:28.762,-,14.28727913,1955.25,-0.78125,14,31.5
14-apr.-2017 18:46:28.862,-,14.1975584,1955.25,-0.78125,14,31.5
14-apr.-2017 18:46:28.962,-,14.1975584,1963.5,-0.78125,14,32
14-apr.-2017 18:46:29.061,-,14.51696777,1974.25,-0.78125,14,32
14-apr.-2017 18:46:29.162,-,14.51696777,1974.25,-0.78125,14,32
14-apr.-2017 18:46:29.262,-,14.51696777,1977.75,-0.78125,14,32
14-apr.-2017 18:46:29.361,-,14.63539982,1977.75,-0.78125,14,32
14-apr.-2017 18:46:29.462,-,14.63539982,1982.5,-0.78125,14,31.5
14-apr.-2017 18:46:29.562,-,14.63539982,1982.5,-0.78125,14,31.5
14-apr.-2017 18:46:29.661,-,14.39853477,1982.5,-0.78125,14,30.5
14-apr.-2017 18:46:29.761,-,14.65693378,1982.5,-0.78125,14,30.5
14-apr.-2017 18:46:29.862,-,14.65693378,1982.5,-0.78125,14,31.5
14-apr.-2017 18:46:29.962,-,14.86149883,1981.5,-0.78125,14,31.5
14-apr.-2017 18:46:30.064,-,14.86149883,1981.5,-0.78125,14,30.5
14-apr.-2017 18:46:30.163,-,14.78254414,1994.75,-0.78125,14,30.5
14-apr.-2017 18:46:30.263,-,14.59233475,2006.25,-0.78125,14,30.5
14-apr.-2017 18:46:30.363,-,14.59233475,2006.25,-0.78125,14,30.5
14-apr.-2017 18:46:30.464,-,14.5133791,2014,-0.78125,14,30.5
14-apr.-2017 18:46:30.562,-,14.5133791,2014,-0.78125,14,29
14-apr.-2017 18:46:30.664,-,14.5133791,1997.5,-0.78125,14,27.5
14-apr.-2017 18:46:30.763,-,14.65693378,1997.5,-0.78125,14,27.5
14-apr.-2017 18:46:30.863,-,14.65693378,2018.5,-0.78125,14,27.5
14-apr.-2017 18:46:30.963,-,15.13784122,2018.5,-0.78125,14,31.5
14-apr.-2017 18:46:31.063,-,15.13784122,2030,-0.78125,14,30.5
14-apr.-2017 18:46:31.163,-,14.71076679,2030,-0.78125,14,30.5
14-apr.-2017 18:46:31.265,-,14.71076679,2039.25,-0.78125,14,30.5
14-apr.-2017 18:46:31.363,-,14.80048752,2063,-0.78125,14,30
14-apr.-2017 18:46:31.463,-,14.80048752,2063,-0.78125,14,30
14-apr.-2017 18:46:31.563,-,14.76459885,2063,-0.78125,14,30
14-apr.-2017 18:46:31.664,-,14.60309982,2061.75,-0.78125,14,30
14-apr.-2017 18:46:31.763,-,14.60309982,2061.75,-0.78125,14,30.5
14-apr.-2017 18:46:31.862,-,14.60309982,2081.25,-0.78125,14,30
14-apr.-2017 18:46:31.962,-,14.57438946,2081.25,-0.78125,14,30
14-apr.-2017 18:46:32.063,-,14.57438946,2081.25,-0.78125,14,30.5
14-apr.-2017 18:46:32.163,-,14.46313381,2081.25,-0.78125,14,30.5
14-apr.-2017 18:46:32.263,-,14.46313381,2099.25,-0.78125,14,31.5
14-apr.-2017 18:46:32.363,-,14.5600338,2099.25,-0.78125,14,31.5
14-apr.-2017 18:46:32.463,-,14.5600338,2106.75,-0.78125,14,30.5
14-apr.-2017 18:46:32.563,-,14.58156681,2106.75,-0.78125,14,30.5
14-apr.-2017 18:46:32.664,-,14.58156681,2106.75,-0.78125,14,30.5
14-apr.-2017 18:46:32.763,-,14.6784668,2116.75,-0.78125,14,30.5
14-apr.-2017 18:46:32.863,-,14.56362247,2116.75,-0.78125,14,31.5
14-apr.-2017 18:46:32.965,-,14.56362247,2127.25,-0.78125,14,31.5
14-apr.-2017 18:46:33.063,-,14.45236874,2133.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.164,-,14.45236874,2133.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.263,-,14.40571213,2133.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.363,-,14.40571213,2133.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.462,-,14.40571213,2142.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.563,-,14.52414513,2142.75,-0.78125,14,31.5
14-apr.-2017 18:46:33.663,-,14.52414513,2163,-0.78125,14,30.5
14-apr.-2017 18:46:33.762,-,14.53491211,2163,-0.78125,14,30.5
14-apr.-2017 18:46:33.862,-,14.53491211,2169.5,-0.78125,14,30.5
14-apr.-2017 18:46:33.963,-,14.5600338,2169.5,-0.78125,14,30.5
14-apr.-2017 18:46:34.064,-,14.48825645,2169.5,-0.78125,14,30
14-apr.-2017 18:46:34.162,-,14.48825645,2204.75,-0.78125,14,30
14-apr.-2017 18:46:34.262,-,14.34470177,2476.75,-0.78125,14,30
14-apr.-2017 18:46:34.362,-,14.34470177,2476.75,-0.78125,14,32
14-apr.-2017 18:46:34.463,-,14.17602539,2707,-0.78125,14,32
14-apr.-2017 18:46:34.563,-,14.17602539,2707,-0.78125,14,9.5
14-apr.-2017 18:46:34.664,-,14.17602539,2707,-0.78125,14,9.5
14-apr.-2017 18:46:34.763,-,14.17602539,2673.5,-0.78125,14,15.5
14-apr.-2017 18:46:34.862,-,14.66411114,2718.25,-0.78125,14,15.5
14-apr.-2017 18:46:34.963,-,14.66411114,2718.25,-0.78125,14,27.5
14-apr.-2017 18:46:35.063,-,14.57438946,2679.75,-0.78125,14,33.5
14-apr.-2017 18:46:35.163,-,14.57438946,2679.75,-0.78125,14,33.5
14-apr.-2017 18:46:35.263,-,14.57438946,2689.5,-0.78125,14,33
14-apr.-2017 18:46:35.363,-,14.58156681,2689.5,-0.78125,14,33
14-apr.-2017 18:46:35.463,-,14.58156681,2689.5,-0.78125,14,33
14-apr.-2017 18:46:35.562,-,14.71076679,2703.75,-0.78125,14,33
14-apr.-2017 18:46:35.663,-,14.71076679,2703.75,-0.78125,14,33
14-apr.-2017 18:46:35.762,-,14.80048752,2715.25,-0.78125,14,33
14-apr.-2017 18:46:35.862,-,14.59233475,2715.25,-0.78125,14,33
14-apr.-2017 18:46:35.962,-,14.59233475,2715.25,-0.78125,14,33
14-apr.-2017 18:46:36.063,-,14.59233475,2738.5,-0.78125,14,33
14-apr.-2017 18:46:36.163,-,14.48825645,2746,-0.78125,14,33
14-apr.-2017 18:46:36.264,-,14.48825645,2746,-0.78125,14,32
14-apr.-2017 18:46:36.363,-,14.57797813,2761.75,-0.78125,14,32
14-apr.-2017 18:46:36.462,-,14.57079983,2769,-0.78125,14,32
14-apr.-2017 18:46:36.563,-,14.57079983,2769,-0.78125,14,33
14-apr.-2017 18:46:36.662,-,14.62463284,2789,-0.78125,14,33
14-apr.-2017 18:46:36.762,-,14.62463284,2789,-0.78125,14,33
14-apr.-2017 18:46:36.863,-,14.62463284,2807.25,-0.78125,14,33.5
14-apr.-2017 18:46:36.963,-,14.63539982,2807.25,-0.78125,14,33.5
14-apr.-2017 18:46:37.063,-,14.63539982,2807.25,-0.78125,14,33
14-apr.-2017 18:46:37.163,-,14.48825645,2816.25,-0.78125,14,33
14-apr.-2017 18:46:37.263,-,14.48825645,2816.25,-0.78125,14,33
14-apr.-2017 18:46:37.365,-,14.62104511,2816.25,-0.78125,14,33
14-apr.-2017 18:46:37.462,-,14.62104511,2846.25,-0.78125,14,33
14-apr.-2017 18:46:37.562,-,14.57797813,2846.25,-0.78125,14,33.5
14-apr.-2017 18:46:37.663,-,14.57797813,2869.25,-0.78125,14,33.5
14-apr.-2017 18:46:37.763,-,14.64257717,2869.25,-0.78125,14,33.5
14-apr.-2017 18:46:37.863,-,14.6461668,2869.25,0,14,34.5
14-apr.-2017 18:46:37.965,-,14.6461668,2878.75,0,14,34.5
14-apr.-2017 18:46:38.062,-,14.61745548,2900.75,0,14,34.5
14-apr.-2017 18:46:38.162,-,14.61745548,2900.75,0,14,33.5
14-apr.-2017 18:46:38.262,-,14.58515644,2911.25,0,14,33.5
14-apr.-2017 18:46:38.363,-,14.58515644,2911.25,0,14,34.5
14-apr.-2017 18:46:38.463,-,14.58515644,2931.75,0,14,34.5
14-apr.-2017 18:46:38.563,-,14.58515644,2931.75,0,14,34.5
14-apr.-2017 18:46:38.664,-,14.63539982,2949.75,0,14,34.5
14-apr.-2017 18:46:38.763,-,14.63539982,2949.75,0,14,34.5
14-apr.-2017 18:46:38.862,-,14.59951115,2963.25,0,14,34.5
14-apr.-2017 18:46:38.963,-,14.59951115,2963.25,0,14,34.5
14-apr.-2017 18:46:39.063,-,14.59951115,2970.75,0,14,35
14-apr.-2017 18:46:39.163,-,14.55644512,2970.75,-0.78125,14,35
14-apr.-2017 18:46:39.263,-,14.55644512,2970.75,-0.78125,14,35
14-apr.-2017 18:46:39.362,-,14.53132343,2995.75,-0.78125,14,35
14-apr.-2017 18:46:39.464,-,14.22626972,2994.25,-0.78125,14,35
14-apr.-2017 18:46:39.563,-,14.22626972,2994.25,-0.78125,14,36.5
14-apr.-2017 18:46:39.664,-,14.22626972,3001.75,-0.78125,14,37.5
14-apr.-2017 18:46:39.762,-,14.22626972,3001.75,-0.78125,14,37.5
14-apr.-2017 18:46:39.863,-,14.47031116,3007.25,-0.78125,14,37.5
14-apr.-2017 18:46:39.963,-,14.47031116,3007.25,-0.78125,14,39
14-apr.-2017 18:46:40.063,-,14.54926777,3029.75,-0.78125,14,39
14-apr.-2017 18:46:40.163,-,14.54926777,3029.75,-0.78125,14,39
14-apr.-2017 18:46:40.263,-,14.54926777,3027.25,-0.78125,14,39
14-apr.-2017 18:46:40.363,-,14.59951115,3033.75,-0.78125,14,39
14-apr.-2017 18:46:40.462,-,14.59951115,3033.75,-0.78125,14,39
14-apr.-2017 18:46:40.563,-,14.58156681,3033.75,-0.78125,14,39
14-apr.-2017 18:46:40.663,-,14.58156681,3033.75,-0.78125,14,39.5
14-apr.-2017 18:46:40.763,-,14.4093008,3033.75,-0.78125,14,39.5
14-apr.-2017 18:46:40.863,-,14.51696777,3039.75,-0.78125,14,39.5
14-apr.-2017 18:46:40.962,-,14.51696777,3039.75,-0.78125,14,39.5
14-apr.-2017 18:46:41.063,-,14.51696777,3039.75,-0.78125,14,39.5
14-apr.-2017 18:46:41.162,-,14.45236874,3039.75,-0.78125,14,39.5
14-apr.-2017 18:46:41.262,-,14.45236874,3043.5,-0.78125,14,39
14-apr.-2017 18:46:41.364,-,14.6318121,3040.5,-0.78125,14,39
14-apr.-2017 18:46:41.463,-,14.6318121,3040.5,-0.78125,14,40.5
14-apr.-2017 18:46:41.564,-,14.87226582,3040.5,-0.78125,14,40.5
14-apr.-2017 18:46:41.663,-,14.87226582,3040.5,-0.78125,14,39
14-apr.-2017 18:46:41.763,-,14.63539982,3045.75,-0.78125,14,39
14-apr.-2017 18:46:41.863,-,14.88303185,3045.75,-0.78125,14,39
14-apr.-2017 18:46:41.962,-,14.88303185,3048,-0.78125,14,40.5
14-apr.-2017 18:46:42.063,-,14.63539982,3051,-0.78125,14,40.5
14-apr.-2017 18:46:42.163,-,14.63539982,3051,-0.78125,14,40.5
14-apr.-2017 18:46:42.263,-,14.65334415,3056.5,-0.78125,14,40.5
14-apr.-2017 18:46:42.363,-,14.65334415,3056.5,-0.78125,14,40.5
14-apr.-2017 18:46:42.463,-,14.65334415,3056.5,-0.78125,14,40.5
14-apr.-2017 18:46:42.563,-,14.91533184,3062.5,-0.78125,14,40.5
14-apr.-2017 18:46:42.663,-,14.76818848,3062.5,-0.78125,14,40.5
14-apr.-2017 18:46:42.763,-,14.76818848,3069.25,-0.78125,14,40.5
14-apr.-2017 18:46:42.862,-,14.83637619,3069.25,-0.78125,14,40.5
14-apr.-2017 18:46:42.962,-,14.83637619,3070.25,-0.78125,14,39.5
14-apr.-2017 18:46:43.062,-,14.59592342,3079.5,-0.78125,14,39.5
14-apr.-2017 18:46:43.162,-,14.59592342,3079.5,-0.78125,14,39.5
14-apr.-2017 18:46:43.263,-,14.65334415,3079.5,-0.78125,14,39.5
14-apr.-2017 18:46:43.362,-,14.65334415,3079.5,-0.78125,14,39.5
14-apr.-2017 18:46:43.463,-,14.65334415,3095,-0.78125,14,39.5
14-apr.-2017 18:46:43.563,-,14.83996487,3095,-0.78125,14,39.5
14-apr.-2017 18:46:43.663,-,14.83996487,3095,-0.78125,14,38
14-apr.-2017 18:46:43.763,-,14.68564415,3095,-0.78125,14,38
14-apr.-2017 18:46:43.863,-,14.68564415,3098.25,-0.78125,14,38
14-apr.-2017 18:46:43.962,-,14.88662052,3098.25,-0.78125,14,38
14-apr.-2017 18:46:44.062,-,14.88662052,3108.5,-0.78125,14,38
14-apr.-2017 18:46:44.164,-,14.68205452,3112.5,-0.78125,14,38
14-apr.-2017 18:46:44.263,-,14.68205452,3112.5,-0.78125,14,38
14-apr.-2017 18:46:44.364,-,14.63539982,3112.5,-0.78125,14,38
14-apr.-2017 18:46:44.463,-,14.7322998,3112.5,-0.78125,14,38
14-apr.-2017 18:46:44.563,-,14.7322998,3119.5,-0.78125,14,38
14-apr.-2017 18:46:44.663,-,14.63898945,3121.75,-0.78125,14,38
14-apr.-2017 18:46:44.763,-,14.63898945,3121.75,-0.78125,14,39
14-apr.-2017 18:46:44.862,-,14.60309982,3123.75,-0.78125,14,39
14-apr.-2017 18:46:44.963,-,14.60309982,3123.75,-0.78125,14,39
14-apr.-2017 18:46:45.063,-,14.57079983,3137,-0.78125,14,39
14-apr.-2017 18:46:45.163,-,14.57079983,3137,-0.78125,13,38
14-apr.-2017 18:46:45.263,-,14.61386681,3137,-0.78125,13,38
14-apr.-2017 18:46:45.363,-,14.61386681,3137,-0.78125,13,39
14-apr.-2017 18:46:45.464,-,14.62463284,3148,-0.78125,13,38
14-apr.-2017 18:46:45.563,-,14.62463284,3147.25,-0.78125,13,38
14-apr.-2017 18:46:45.664,-,14.41647911,3147.25,-0.78125,13,38
14-apr.-2017 18:46:45.763,-,14.41647911,3147.25,-0.78125,13,38
14-apr.-2017 18:46:45.863,-,14.66411114,3149,-0.78125,13,38
14-apr.-2017 18:46:45.963,-,14.66411114,3149,-0.78125,13,38
14-apr.-2017 18:46:46.062,-,14.61027908,3158,-0.78125,13,38
14-apr.-2017 18:46:46.163,-,14.61027908,3158,-0.78125,13,39
14-apr.-2017 18:46:46.263,-,14.61027908,3158,-0.78125,13,39
14-apr.-2017 18:46:46.363,-,14.62104511,3162,-0.78125,13,39
14-apr.-2017 18:46:46.465,-,14.62104511,3162,-0.78125,13,39
14-apr.-2017 18:46:46.563,-,14.64257717,3169.25,-0.78125,13,39
14-apr.-2017 18:46:46.663,-,14.64257717,3169.25,-0.78125,13,38
14-apr.-2017 18:46:46.762,-,14.55285645,3175,-0.78125,13,38
14-apr.-2017 18:46:46.863,-,14.68564415,3175,-0.78125,13,38
14-apr.-2017 18:46:46.964,-,14.68564415,3179,-0.78125,13,38
14-apr.-2017 18:46:47.064,-,14.47748947,3186.25,-0.78125,13,38
14-apr.-2017 18:46:47.162,-,14.47748947,3186.25,-0.78125,13,38
14-apr.-2017 18:46:47.263,-,14.54567909,3186.25,-0.78125,13,38
14-apr.-2017 18:46:47.363,-,14.54567909,3192,-0.78125,13,38
14-apr.-2017 18:46:47.463,-,14.54567909,3192,-0.78125,13,38
14-apr.-2017 18:46:47.563,-,14.60309982,3192,-0.78125,13,38
14-apr.-2017 18:46:47.663,-,14.60309982,3201,-0.78125,13,38
14-apr.-2017 18:46:47.763,-,14.60309982,3201,-0.78125,13,37.5
14-apr.-2017 18:46:47.863,-,14.7251215,3215,-0.78125,13,37.5
14-apr.-2017 18:46:47.963,-,14.7251215,3215,-0.78125,13,36.5
14-apr.-2017 18:46:48.063,-,14.65693378,3224.75,-0.78125,13,36
14-apr.-2017 18:46:48.163,-,14.65693378,3224.75,-0.78125,13,36
14-apr.-2017 18:46:48.263,-,14.65693378,3247.5,0.78125,13,34.5
14-apr.-2017 18:46:48.363,-,14.94763184,3247.5,0.78125,13,34.5
14-apr.-2017 18:46:48.463,-,14.83637619,3247.5,2.34375,13,34.5
14-apr.-2017 18:46:48.563,-,14.83637619,3262.25,2.34375,13,33.5
14-apr.-2017 18:46:48.663,-,14.55285645,3282.75,2.34375,13,33.5
14-apr.-2017 18:46:48.763,-,14.55285645,3282.75,2.34375,13,33.5
14-apr.-2017 18:46:48.863,-,14.55285645,3282.75,2.34375,13,35
14-apr.-2017 18:46:48.962,-,14.38059139,3310.25,2.34375,13,35
14-apr.-2017 18:46:49.062,-,14.38059139,3310.25,2.34375,13,33.5
14-apr.-2017 18:46:49.162,-,14.59592342,3340,2.34375,13,33.5
14-apr.-2017 18:46:49.262,-,14.58156681,3340,2.34375,13,33.5
14-apr.-2017 18:46:49.362,-,14.58156681,3375.5,2.34375,13,33
14-apr.-2017 18:46:49.463,-,14.57079983,3424,2.34375,13,33
14-apr.-2017 18:46:49.566,-,14.57079983,3424,2.34375,13,30
14-apr.-2017 18:46:49.663,-,14.98710918,3438.25,2.34375,13,30
14-apr.-2017 18:46:49.763,-,14.98710918,3438.25,2.34375,13,27.5
14-apr.-2017 18:46:49.863,-,14.98710918,3505.75,2.34375,13,22.5
14-apr.-2017 18:46:49.963,-,14.90815449,3505.75,2.34375,13,22.5
14-apr.-2017 18:46:50.064,-,14.90815449,3560.5,2.34375,13,22.5
14-apr.-2017 18:46:50.163,-,14.82561016,3560.5,2.34375,13,18
14-apr.-2017 18:46:50.263,-,14.82561016,3628.25,2.34375,14,16.5
14-apr.-2017 18:46:50.362,-,13.83149338,3628.25,2.34375,14,16.5
14-apr.-2017 18:46:50.463,-,13.83149338,3741.75,2.34375,14,15.5
14-apr.-2017 18:46:50.563,-,13.50131798,3741.75,2.34375,14,15.5
14-apr.-2017 18:46:50.663,-,13.19985294,3741.75,2.34375,14,15.5
14-apr.-2017 18:46:50.762,-,13.19985294,3785.5,2.34375,14,15.5
14-apr.-2017 18:46:50.862,-,13.13884354,3785.5,2.34375,14,15.5
14-apr.-2017 18:46:50.962,-,13.13884354,3842,2.34375,14,15.5
14-apr.-2017 18:46:51.063,-,13.45825195,3920.25,2.34375,14,15.5
14-apr.-2017 18:46:51.163,-,13.45825195,3920.25,2.34375,14,15
14-apr.-2017 18:46:51.262,-,13.33981895,3961.25,2.34375,14,15
14-apr.-2017 18:46:51.362,-,13.03835487,3961.25,2.34375,14,15
14-apr.-2017 18:46:51.463,-,13.03835487,4018,2.34375,14,14
14-apr.-2017 18:46:51.562,-,13.03835487,4018,2.34375,14,14
14-apr.-2017 18:46:51.667,-,13.08859825,4018,2.34375,14,14
14-apr.-2017 18:46:51.764,-,13.08859825,4083.5,2.34375,14,14
14-apr.-2017 18:46:51.863,-,12.69382381,4135.5,2.34375,14,14
14-apr.-2017 18:46:51.963,-,13.27880764,4135.5,2.34375,14,13.5
14-apr.-2017 18:46:52.063,-,13.27880764,4207.25,2.34375,14,12
14-apr.-2017 18:46:52.162,-,13.27880764,4207.25,2.34375,14,12
14-apr.-2017 18:46:52.263,-,13.27880764,4272.75,2.34375,14,11
14-apr.-2017 18:46:52.363,-,12.72253418,4272.75,2.34375,14,11
14-apr.-2017 18:46:52.463,-,12.75483418,4272.75,2.34375,14,11
14-apr.-2017 18:46:52.563,-,12.75483418,4320,2.34375,14,11
14-apr.-2017 18:46:52.663,-,12.75483418,4320,2.34375,18,10.5
14-apr.-2017 18:46:52.763,-,12.74406719,4320,2.34375,18,10.5
14-apr.-2017 18:46:52.863,-,12.74406719,4423.75,2.34375,18,10.5
14-apr.-2017 18:46:52.963,-,13.15319824,4494.75,2.34375,18,10.5
14-apr.-2017 18:46:53.063,-,13.15319824,4494.75,2.34375,18,10.5
14-apr.-2017 18:46:53.164,-,12.75483418,4494.75,2.34375,18,10.5
14-apr.-2017 18:46:53.263,-,12.60410118,4494.75,2.34375,18,10.5
14-apr.-2017 18:46:53.363,-,12.60410118,4529.75,2.34375,18,10.5
14-apr.-2017 18:46:53.463,-,12.83019924,4529.75,2.34375,18,10.5
14-apr.-2017 18:46:53.563,-,12.83019924,4582.75,2.34375,18,10.5
14-apr.-2017 18:46:53.664,-,12.65434551,4615.75,2.34375,18,10.5
14-apr.-2017 18:46:53.762,-,12.65434551,4615.75,2.34375,18,10.5
14-apr.-2017 18:46:53.862,-,12.65434551,4615.75,2.34375,18,10.5
14-apr.-2017 18:46:53.963,-,12.75483418,4679.75,2.34375,18,10.5
14-apr.-2017 18:46:54.063,-,12.75483418,4679.75,2.34375,23,10.5
14-apr.-2017 18:46:54.163,-,13.02758694,4717.75,2.34375,23,10.5
14-apr.-2017 18:46:54.263,-,13.02758694,4717.75,2.34375,23,14
14-apr.-2017 18:46:54.362,-,12.80507755,4720.5,2.34375,23,14
14-apr.-2017 18:46:54.462,-,12.58256817,4720.5,2.34375,23,14
14-apr.-2017 18:46:54.563,-,12.58256817,4770.75,2.34375,23,18
14-apr.-2017 18:46:54.663,-,12.88044357,4775.5,2.34375,23,18
14-apr.-2017 18:46:54.763,-,12.88044357,4775.5,2.34375,23,17
14-apr.-2017 18:46:54.863,-,12.88044357,4446,2.34375,23,2
14-apr.-2017 18:46:54.963,-,12.62204552,4446,2.34375,23,2
14-apr.-2017 18:46:55.063,-,12.62204552,4166.5,2.34375,23,2
14-apr.-2017 18:46:55.164,-,12.62204552,4166.5,2.34375,23,2
14-apr.-2017 18:46:55.263,-,12.9629879,4077.5,2.34375,25,2
14-apr.-2017 18:46:55.364,-,12.9629879,4077.5,2.34375,25,16.5
14-apr.-2017 18:46:55.463,-,12.83019924,4087.5,2.34375,25,19.5
14-apr.-2017 18:46:55.563,-,12.83019924,4087.5,2.34375,25,19.5
14-apr.-2017 18:46:55.664,-,12.83019924,4095,2.34375,25,19.5
14-apr.-2017 18:46:55.763,-,12.95939922,4095,2.34375,25,19.5
14-apr.-2017 18:46:55.862,-,12.95939922,4095,2.34375,25,19.5
14-apr.-2017 18:46:55.962,-,12.84096718,4128.75,2.34375,25,19.5
14-apr.-2017 18:46:56.062,-,13.05270958,4128.75,2.34375,25,19.5
14-apr.-2017 18:46:56.163,-,13.05270958,4158.25,2.34375,25,17
14-apr.-2017 18:46:56.262,-,13.11013222,4158.25,2.34375,25,17
14-apr.-2017 18:46:56.362,-,13.11013222,4215.75,2.34375,25,13.5
14-apr.-2017 18:46:56.463,-,13.11013222,4215.75,2.34375,25,13.5
14-apr.-2017 18:46:56.562,-,12.63999081,4265.25,2.34375,25,13.5
14-apr.-2017 18:46:56.665,-,12.63999081,4265.25,2.34375,27,12
14-apr.-2017 18:46:56.763,-,12.61127949,4282.25,2.34375,27,12
14-apr.-2017 18:46:56.863,-,12.61127949,4282.25,2.34375,27,10.5
14-apr.-2017 18:46:56.963,-,12.97016525,4323.75,2.34375,27,10.5
14-apr.-2017 18:46:57.063,-,12.60410118,4323.75,2.34375,27,10.5
14-apr.-2017 18:46:57.163,-,12.60410118,4341,2.34375,27,10.5
14-apr.-2017 18:46:57.263,-,13.30393028,4300.5,2.34375,27,10.5
14-apr.-2017 18:46:57.362,-,13.30393028,4300.5,-0.78125,27,1.5
14-apr.-2017 18:46:57.463,-,10.55844688,4289.5,-0.78125,27,11
14-apr.-2017 18:46:57.563,-,10.55844688,4289.5,-0.78125,27,11
14-apr.-2017 18:46:57.664,-,10.55844688,4237.25,-0.78125,27,16.5
14-apr.-2017 18:46:57.763,-,10.55844688,4237.25,-0.78125,27,16.5
14-apr.-2017 18:46:57.862,-,23.56809044,4197.25,-0.78125,27,16.5
14-apr.-2017 18:46:57.963,-,23.56809044,4197.25,-0.78125,29,18.5
14-apr.-2017 18:46:58.063,-,29.39955139,4179.75,-0.78125,29,17
14-apr.-2017 18:46:58.163,-,29.39955139,4179.75,-0.78125,29,17
14-apr.-2017 18:46:58.262,-,29.39955139,4179.75,-0.78125,29,18
14-apr.-2017 18:46:58.363,-,29.39955139,4148,-0.78125,29,18
14-apr.-2017 18:46:58.464,-,29.39955139,4126,-0.78125,29,18
14-apr.-2017 18:46:58.563,-,29.39955139,4126,-0.78125,29,20
14-apr.-2017 18:46:58.663,-,29.39955139,4108.25,-0.78125,29,20
14-apr.-2017 18:46:58.762,-,29.39955139,4108.25,-0.78125,29,19.5
14-apr.-2017 18:46:58.862,-,29.39955139,4076.75,-0.78125,29,18.5
14-apr.-2017 18:46:58.963,-,29.39955139,4076.75,-0.78125,29,18.5
14-apr.-2017 18:46:59.062,-,29.39955139,4076.75,-0.78125,29,18.5
14-apr.-2017 18:46:59.163,-,29.39955139,4041.25,-0.78125,29,18.5
14-apr.-2017 18:46:59.263,-,29.39955139,4018.5,-0.78125,29,18
14-apr.-2017 18:46:59.363,-,29.39955139,3982,-0.78125,29,18
14-apr.-2017 18:46:59.463,-,29.39955139,3982,-0.78125,29,16.5
14-apr.-2017 18:46:59.563,-,29.39955139,3982,-0.78125,29,16.5
14-apr.-2017 18:46:59.663,-,29.39955139,3948.75,-0.78125,29,16.5
